"title","Unnamed..0","Release_Date","Developers","Summary","Platforms","Genres","Rating","Plays","Playing","Backlogs","Wishlist","Lists","Reviews","img","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date","last_update"
"DEF JAM ICON",5749,"Mar 06, 2007","['Electronic Arts', 'EA Chicago']","Infusing hip-hop music, culture and lifestyle into the gameplay, EA Chicago and Def Jam Interactive push the boundaries of game development bringing unique and innovative content to the next generation of gaming. Music is the cornerstone of hip-hop culture so EA wanted to incorporate music and rhythm into the actual gameplay mechanics. EA Chicago delivers star-stunning action and bone breaking beats as players live out the life of a hip hop mogul, going from rags to riches. Incorporating hip-hop culture into every aspect of the game, DEF JAM: ICON delivers the intensity of a no-holds-barred street fight but with style and rhythm. Music affects how players fight in each venue and environmental interactions and hazards become a key strategy to staying alive. The game's unique fighting gameplay controls introduce a new way for gamers to fight as they assume the role of top celebrity characters such as Ludacris, T.I. and Big Boi. Innovative controls give better feedback to players so they feel like they're actually throwing the combat moves. Gamers can now fight with the style and flash of the superstar personalities.","['Xbox 360', 'PlayStation 3']","['Fighting', 'Music']",1.8,"178","1","26","19","25","10","/games/boxart/full_9916491AmericaFrontccc.jpg","X360","Action","Electronic Arts","Unknown",6.3,0.35,0.3,0,0.01,0.03,"06-03-2007",""
"DEF JAM ICON",5749,"Mar 06, 2007","['Electronic Arts', 'EA Chicago']","Infusing hip-hop music, culture and lifestyle into the gameplay, EA Chicago and Def Jam Interactive push the boundaries of game development bringing unique and innovative content to the next generation of gaming. Music is the cornerstone of hip-hop culture so EA wanted to incorporate music and rhythm into the actual gameplay mechanics. EA Chicago delivers star-stunning action and bone breaking beats as players live out the life of a hip hop mogul, going from rags to riches. Incorporating hip-hop culture into every aspect of the game, DEF JAM: ICON delivers the intensity of a no-holds-barred street fight but with style and rhythm. Music affects how players fight in each venue and environmental interactions and hazards become a key strategy to staying alive. The game's unique fighting gameplay controls introduce a new way for gamers to fight as they assume the role of top celebrity characters such as Ludacris, T.I. and Big Boi. Innovative controls give better feedback to players so they feel like they're actually throwing the combat moves. Gamers can now fight with the style and flash of the superstar personalities.","['Xbox 360', 'PlayStation 3']","['Fighting', 'Music']",1.8,"178","1","26","19","25","10","/games/boxart/full_2843035AmericaFrontccc.jpg","PS3","Action","Electronic Arts","Unknown",6.6,0.43,0.16,0,0.19,0.07,"06-03-2007",""
"DETECTIVE PIKACHU",4015,"Mar 22, 2018","['Creatures Inc.', 'Nintendo']","Detective Pikachu is an adventure game developed by Creatures Inc., published by The Pokémon Company, and distributed by Nintendo for the Nintendo 3DS. The game is a spin-off of the Pokémon franchise, in which players work with a talking Pikachu to solve mysteries. A shorter, downloadable version of the game called Great Detective Pikachu: Birth of a New Duo was released in Japan in February 2016, while the full version was released worldwide in March 2018.","['Nintendo 3DS']","['Adventure']",2.9,"389","12","247","127","121","31","/games/boxart/full_1546473AmericaFrontccc.jpg","3DS","Adventure","Nintendo","Creatures Inc.",7.1,0.47,0.15,0.12,0.17,0.03,"23-03-2018","12-01-2018"
"DEUS EX HUMAN REVOLUTION",658,"Aug 23, 2011","['Square Enix', 'Eidos Montréal']","In Deus Ex: Human Revolution you play Adam Jensen, a security specialist, handpicked to oversee the defense of one of America's most experimental biotechnology firms. But when a black ops team breaks in and kills the scientists you were hired to protect, everything you thought you knew about your job changes. At a time when scientific advancements are routinely turning athletes, soldiers and spies into super-enhanced beings, someone is working very hard to ensure mankind's evolution follows a particular path. You need to discover why - because the decisions you take and the choices you make will be the only things that can determine mankind's future.","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3']","['Puzzle', 'RPG', 'Shooter']",3.8,"6.5K","76","2K","553","651","173","/games/boxart/full_deus-ex-human-revolution_477AmericaFront.jpg","PS3","Shooter","Square Enix","Eidos Montreal",8.8,1.38,0.5,0.07,0.6,0.22,"23-08-2011",""
"DEUS EX HUMAN REVOLUTION",658,"Aug 23, 2011","['Square Enix', 'Eidos Montréal']","In Deus Ex: Human Revolution you play Adam Jensen, a security specialist, handpicked to oversee the defense of one of America's most experimental biotechnology firms. But when a black ops team breaks in and kills the scientists you were hired to protect, everything you thought you knew about your job changes. At a time when scientific advancements are routinely turning athletes, soldiers and spies into super-enhanced beings, someone is working very hard to ensure mankind's evolution follows a particular path. You need to discover why - because the decisions you take and the choices you make will be the only things that can determine mankind's future.","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3']","['Puzzle', 'RPG', 'Shooter']",3.8,"6.5K","76","2K","553","651","173","/games/boxart/full_deus-ex-human-revolution_144AmericaFront.jpg","X360","Shooter","Square Enix","Eidos Montreal",8.8,1.38,0.77,0.02,0.47,0.12,"23-08-2011",""
"DEVIL MAY CRY 4",411,"Jan 31, 2008","['Capcom', 'Capcom Production Studio 1']","Devil May Cry 4 is the second sequel to the original Devil May Cry game. It immerses the player in a gothic supernatural world, where a new protagonist clashes with a familiar hero. As the new leading man, Nero, players will unleash incredible attacks and non-stop combos using a unique new gameplay mechanic, his powerful ""Devil Bringer"" arm. With the advanced graphical capabilities of the PC, high definition visuals and intricate detail come to life as players explore new and exotic locales. Dynamic action and undeniable style combine with explosive fighting options and a gripping story to produce the incomparable experience that only a Devil May Cry game can deliver.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Adventure', 'Brawler']",3.6,"7.4K","107","1.9K","789","612","268","/games/boxart/full_1783749AmericaFrontccc.jpg","PS3","Action","Capcom","Capcom",8.2,1.58,0.58,0.34,0.45,0.2,"05-02-2008",""
"DEVIL MAY CRY 4",411,"Jan 31, 2008","['Capcom', 'Capcom Production Studio 1']","Devil May Cry 4 is the second sequel to the original Devil May Cry game. It immerses the player in a gothic supernatural world, where a new protagonist clashes with a familiar hero. As the new leading man, Nero, players will unleash incredible attacks and non-stop combos using a unique new gameplay mechanic, his powerful ""Devil Bringer"" arm. With the advanced graphical capabilities of the PC, high definition visuals and intricate detail come to life as players explore new and exotic locales. Dynamic action and undeniable style combine with explosive fighting options and a gripping story to produce the incomparable experience that only a Devil May Cry game can deliver.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Adventure', 'Brawler']",3.6,"7.4K","107","1.9K","789","612","268","/games/boxart/full_7623118AmericaFrontccc.jpg","X360","Action","Capcom","Capcom",8.5,1.34,0.79,0.08,0.34,0.13,"05-02-2008",""
"DIABLO",1573,"Dec 31, 1996","['Blizzard North', 'Blizzard Entertainment']","Diablo is an isometric strategy RPG and one of the most well-known examples of the action-RPG subgenre. Although some of the game mechanics resemble a typical RPG, all actions are done in real-time just like in an action game. The player have to kill hordes of monsters through randomized dungeon levels in order to gain experience points, gold and a variety of equipment to bolster the hero's monster-killing potency.","['Windows PC', 'Mac', 'PlayStation']","['RPG', 'Strategy']",3.6,"1.9K","42","360","259","289","57","/games/boxart/full_2763474AmericaFrontccc.jpg","PS","Role-Playing","Electronic Arts","Climax Group",8.3,0.58,0.29,0.07,0.19,0.04,"01-01-1998",""
"DIABLO III ETERNAL COLLECTION",2343,"Jun 27, 2017","['Activision Blizzard', 'Blizzard Entertainment']","Generations of gamers have battled the demonic hordes of Diablo, and now it’s your turn to take part in the action-RPG legacy. This Eternal Collection features Diablo III, the Reaper of Souls expansion set and the Rise of the Necromancer pack—all together in one definitive volume. Prepare yourself, mortal hero. The hellgates are opening.","['PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Adventure', 'RPG']",3.9,"642","47","214","68","100","29","/games/boxart/full_3447163AmericaFrontccc.jpg","NS","Action","Blizzard Entertainment","Blizzard Entertainment",9,0.67,0.38,0.01,0.22,0.06,"02-11-2018","13-09-2018"
"DIRT 3",3552,"May 24, 2011","['Codemasters Southam', 'Codemasters']","Dirt 3 is a rally racing game. Just like expected, most time is spent in races which, at least in most scenarios, are set in offroad environments. The main difference to other racing events is, that the player drives not alone, but has a front-seat passenger with him, who announces when to turn. The game features overall 98 courses, but some of those are just variations of the same. Also on board is the iconic ability to turn back time after screwing up.
In contrast to Dirt 2, in this installment there are other playing modes than the career available, e.g. a single race. But the career is still the heart of the game; here the player tunes his car, participates in races and earns experience points, which are used to unlock new cars. There are six different race modes to solve during the career; e.g. regular races and ""trailblazer"" (no passenger available). Two of those are newly introduced: drift tournaments and Gymkhana, which are basically confined areas with a lot of stunt opportunities - the goal is to perform as many as possible in a limited time. Additionally every mode has special tricky bonus goals which reward more experience when fulfilled.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Racing', 'Sport']",3.3,"823","5","107","28","62","9","/games/boxart/full_dirt-3_711AmericaFront.jpg","X360","Racing","Codemasters","Codemasters",9.1,0.71,0.23,0.01,0.4,0.07,"24-05-2011",""
"DIRT 3",3552,"May 24, 2011","['Codemasters Southam', 'Codemasters']","Dirt 3 is a rally racing game. Just like expected, most time is spent in races which, at least in most scenarios, are set in offroad environments. The main difference to other racing events is, that the player drives not alone, but has a front-seat passenger with him, who announces when to turn. The game features overall 98 courses, but some of those are just variations of the same. Also on board is the iconic ability to turn back time after screwing up.
In contrast to Dirt 2, in this installment there are other playing modes than the career available, e.g. a single race. But the career is still the heart of the game; here the player tunes his car, participates in races and earns experience points, which are used to unlock new cars. There are six different race modes to solve during the career; e.g. regular races and ""trailblazer"" (no passenger available). Two of those are newly introduced: drift tournaments and Gymkhana, which are basically confined areas with a lot of stunt opportunities - the goal is to perform as many as possible in a limited time. Additionally every mode has special tricky bonus goals which reward more experience when fulfilled.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Racing', 'Sport']",3.3,"823","5","107","28","62","9","/games/boxart/full_dirt-3_583AmericaFront.jpg","PS3","Racing","Codemasters","Codemasters",9,1.06,0.27,0.01,0.58,0.2,"24-05-2011",""
"DIRT 4",33955,"Jun 06, 2017","['Codemasters', 'Feral Interactive']","Dirt 4 is all about embracing danger. It’s about the thrill, exhilaration and adrenaline that is absolutely vital to off-road racing. It’s about loving the feeling of pushing flat out next to a sheer cliff drop, going for the gap that’s too small and seeing how much air you can get. Be Fearless.","['Windows PC', 'Mac', 'Linux', 'PlayStation 4', 'Xbox One']","['Racing', 'Simulator', 'Sport']",3.2,"365","14","91","19","50","15","/games/boxart/full_9133856AmericaFrontccc.jpg","PS4","Racing","Deep Silver","Codemasters",8.6,0.49,0.1,0.02,0.3,0.07,"06-06-2017","23-11-2018"
"DIRT 4",33917,"Jun 06, 2017","['Codemasters', 'Feral Interactive']","Dirt 4 is all about embracing danger. It’s about the thrill, exhilaration and adrenaline that is absolutely vital to off-road racing. It’s about loving the feeling of pushing flat out next to a sheer cliff drop, going for the gap that’s too small and seeing how much air you can get. Be Fearless.","['Windows PC', 'Mac', 'Linux', 'PlayStation 4', 'Xbox One']","['Racing', 'Simulator', 'Sport']",3.2,"365","14","91","19","50","15","/games/boxart/full_9133856AmericaFrontccc.jpg","PS4","Racing","Deep Silver","Codemasters",8.6,0.49,0.1,0.02,0.3,0.07,"06-06-2017","23-11-2018"
